,Hotel_name,Rating,Coordinates,Description,Link,City
29,B&B Hôtel Aix-en-Provence Le Tholonet,"7,5","43.51126943,5.48701439","[""Doté d'une connexion Wi-Fi gratuite, le B&B Hotel Aix en Provence Le Tholonet est situé aux Artauds, à 25 km de Marseille. Un parking privé est disponible gratuitement sur place."", ""Chaque chambre de cet hôtel est climatisée et équipée d'une télévision à écran plat. La salle de bains privative est pourvue d'une douche."", ""Vous séjournerez à 3,5 km d'Aix-en-Provence et à 33 km de Cassis. L’aéroport de Marseille Provence, le plus proche, se trouve à 23 km du B&B Hotel Aix en Provence Le Tholonet. "", '\n', '\nChaîne hôtelière/marque:\nB&B Hotels\n']",<200 https://www.booking.com/hotel/fr/le-tholonet.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
30,Le Néliö,"7,5","43.49196901,5.37162300","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Néliö\xa0! "", ' pour économiser.', 'Situé à Aix-en-Provence, l’établissement 3 étoiles Le Néliö possède un jardin, un bar et un restaurant. Ses chambres sont dotées de la climatisation, d’une connexion Wi-Fi gratuite et d’une salle de bains privative. L’hôtel propose également une réception ouverte 24h/24 et une bagagerie.', 'Tous les logements sont équipés d’un bureau et d’une télévision à écran plat. Chaque chambre comprend en outre une armoire.', 'Tous les matins, le Néliö sert un petit-déjeuner buffet et continental. Vous pourrez savourer une cuisine française au restaurant de l’hôtel, ouvert pour le déjeuner et le dîner du lundi au vendredi.', 'L’établissement dispose d’une terrasse bien exposée.', 'Le Néliö vous accueille à 9 km du cours Mirabeau et de la cathédrale Saint-Sauveur. L’aéroport de Marseille-Provence, le plus proche, se trouve à 21 km. ', '\n', '\n']",<200 https://www.booking.com/hotel/fr/le-nelio.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
31,Le Pigonnet - Esprit de France,"8,6","43.51886697,5.44161469","['Le Pigonnet - Esprit de France est une élégante maison de style provençal, qui allie le raffinement du XVIIIe siècle à un style contemporain. Entouré d’un beau jardin de 8 000 m² planté de fleurs et de châtaigniers, il propose une piscine, un hammam et une salle de sport.', 'Les chambres bénéficient d’un service 5 étoiles et sont équipées de peignoirs, de chaussons, d’une télévision par satellite et d’une connexion Wi-Fi gratuite. Certaines offrent une vue sur le jardin et la montagne Sainte-Victoire depuis leur balcon ou terrasse.', 'Le restaurant bistronomique sur place, La Table du Pigonnet, sert une cuisine régionale. Vous pourrez prendre le petit-déjeuner, le déjeuner et le dîner sur la terrasse extérieure en été.', 'L’établissement est à seulement 800 mètres du centre d’Aix-en-Provence. Un parking privé gratuit et des bornes de recharge pour voitures électriques sont disponibles. ', ""\nC'est le quartier préféré des voyageurs visitant Aix-en-Provence, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/le-pigonnet.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
32,Domaine Gaogaia,"8,5","43.49640120,5.39439740","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Domaine Gaogaia\xa0! "", ' pour économiser.', 'Situé à 2 km du village des Milles et à 8 km du centre d’Aix-en-Provence, le Domaine Gaogaia propose un hébergement de style hôtel, une piscine extérieure, un jardin ainsi qu’une terrasse. Une connexion Wi-Fi et un espace de stationnement sur place sont disponibles gratuitement.', 'Toutes les chambres comprennent la climatisation, une télévision à écran plat et un bureau. La salle de bains privative est pourvue d’une douche ainsi que d’un sèche-cheveux. Les Chambres Deluxe disposent d’une baignoire, d’une douche et de toilettes séparées. L’établissement possède aussi une salle de réunion, un salon commun ainsi qu’un service de repassage.', 'Lors de votre séjour, vous pourrez prendre un repas préparé avec des ingrédients frais de saison au restaurant sur place, ouvert du lundi au samedi, et le dimanche pour le déjeuner. Il est fortement conseillé de réserver votre table au restaurant à l’avance.', 'D’autre part, la région est prisée des amateurs de golf ainsi que de randonnée. Le Domaine Gaogaia est installé à 10 minutes en voiture du centre-ville d’Aix-en-Provence où vous attendent un certain nombre de boutiques, bars, restaurants et cafés. Les plages les plus proches sont accessibles en 35 minutes en voiture.', 'Enfin, l’aéroport de Marseille-Provence se trouve à 20 km, tandis que la gare d’Aix-en-Provence se situe à 10 km. ', ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/domaine-and-cie.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
33,Best Western PLUS Hôtel de l'Arbois,"8,3","43.49012552,5.35180829","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Best Western PLUS Hôtel de l'Arbois\xa0! "", ' pour économiser.', ""Le Best Western PLUS Hôtel de l'Arbois vous accueille à 5 minutes en voiture de la gare TGV d’Aix-en-Provence et à 15 minutes de route de l’aéroport Marseille-Provence."", 'Ses chambres sont climatisées et décorées dans un style contemporain. Chaque logement est également équipé d’une télévision par satellite à écran plat et d’une connexion Wi-Fi gratuite.', 'Le restaurant de l’Arbois sert tous les jours un petit-déjeuner buffet et une cuisine française traditionnelle. Vous pourrez savourer vos repas dans la salle à manger, ou sur la terrasse ombragée lorsque le temps le permet.', ""Vous pourrez déguster un verre au bar de l’établissement. L’Hôtel de l'Arbois possède une réception ouverte 24h/24. Un service d’étage est également disponible 24h/24 et 7j/7, sur réservation à la réception. Par ailleurs, tous les hébergements sont desservis par un ascenseur."", 'Un parking privé est à votre disposition gratuitement. Le centre-ville d’Aix-en-Provence se trouve à 10 km du Best Western PLUS Hôtel de l’Arbois. ', '\n', '\nChaîne hôtelière/marque:\nBest Western Plus\n']",<200 https://www.booking.com/hotel/fr/best-western-de-l-arbois.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
34,Le Concorde,"8,0","43.52461222,5.45375437","['Le Concorde est idéalement situé dans le centre d’Aix-en-Provence, à seulement 5 minutes à pied du célèbre cours Mirabeau et à proximité du musée Granet. Cet établissement possède un jardin fleuri.', ""Les chambres sont toutes équipées d'une télévision, de la climatisation et d'une connexion Wi-Fi."", 'Le matin, un petit-déjeuner copieux est servi dans la salle dédiée ou dans la cour.', 'Si vous arrivez en voiture, vous pourrez accéder à un grand garage privé en sous-sol disponible moyennant un supplément, pour vous permettre de partir à la découverte de la ville sans vous inquiéter du stationnement. ', ""\nC'est le quartier préféré des voyageurs visitant Aix-en-Provence, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/le-concorde-sarl-aix-en-provence.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
35,Aix Hotel,"6,3","43.49178264,5.37147224","['L’Aix Hotel est situé dans le quartier des affaires d’Aix-en-Provence, à proximité de la zone d’activités Europôle de l’Arbois. L’établissement propose des hébergements équipés d’une connexion Wi-Fi gratuite.', 'Les chambres de l’Aix Hotel sont pourvues d’une salle de bains privative. Les chambres sont toutes climatisées.', 'Chaque matin, l’Aix Hotel sert un petit-déjeuner buffet de 5h30 à 9h30. Vous pourrez également prendre une collation et une boisson moyennant des frais supplémentaires.', ""L'établissement possède par ailleurs une réception ouverte 24h/24 et une terrasse. Le parking privé est gratuit.\n"", 'L’Aix Hotel est installé à 5 km du centre-ville d’Aix-en-Provence et à 25 minutes de route de Marseille. Martigues est accessible en 30 minutes en voiture.', ""L'Aix Hotel est désormais équipé d'une station de recharge électrique. "", '\n', '\n']",<200 https://www.booking.com/hotel/fr/tit-dej-aix-en-provence.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
36,B&B Hôtel Aix-en-Provence Pont de l'Arc,"7,0","43.51117130,5.44468050","[""Doté d'une connexion Wi-Fi gratuite, le B&B Hôtel Aix-en-Provence Pont de l'Arc est situé à Aix-en-Provence. Cet établissement 2 étoiles propose des chambres climatisées avec salle de bains privative. Le cours Mirabeau est à 2,3 km de là."", ""Accessibles par un escalier, toutes les chambres sont équipées d'une télévision à écran plat."", ""Un petit-déjeuner buffet est servi chaque matin. Un micro-ondes commun ainsi qu'un distributeur automatique de boissons et de collations sont à votre disposition.."", ""La cathédrale Saint-Sauveur se trouve à 2,7 km du B&B Hôtel Aix-en-Provence Pont de l'Arc. L'aéroport de Marseille-Provence, le plus proche, est établi à 25 km. "", '\n', '\nChaîne hôtelière/marque:\nB&B Hotels\n']",<200 https://www.booking.com/hotel/fr/b-amp-b-aix-en-provence-pont-de-l-39-arc.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
37,ibis Aix en Provence,"7,8","43.51138683,5.46482384","[""L'Hotel Ibis Aix en Provence est situé dans un cadre verdoyant, à 2 km du centre-ville. Il dispose d'une piscine extérieure et d'un restaurant sur place. Vous bénéficierez gratuitement d'une connexion Wi-Fi et d'un parking privé sur place."", ""Chaque chambre climatisée comprend une télévision à écran plat, ainsi qu'une salle de bains privative équipée d'une douche et d'un sèche-cheveux."", ""Tous les matins, vous savourerez un petit-déjeuner buffet composé de plats sucrés et salés, tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries cuites sur place et des madeleines fraîches sont aussi proposées ainsi qu'une boisson chaude et un fruit à emporter. Un petit-déjeuner plus léger est servi à partir de 4h00."", ""Vous pourrez également déguster une cuisine internationale au restaurant New Pasta and Noodles, doté d'une terrasse donnant sur le jardin."", ""En voiture, vous rejoindrez l'autoroute A8 en 2 minutes et la gare d'Aix-en-Provence en 7 minutes. Enfin, Marseille est accessible à 25 minutes de route depuis l'ibis Aix en Provence. "", '\n', '\nChaîne hôtelière/marque:\nibis\n']",<200 https://www.booking.com/hotel/fr/hatel-ibis-aix-en-provence.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
38,Campanile Aix en Provence Ouest Jas-De-Bouffan,"7,4","43.52096753,5.41811049","['Installé dans un grand parc, à 3 km du cours Mirabeau et de la Rotonde d’Aix en Provence, le Campanile Aix en Provence Ouest Jas-De-Bouffan propose des hébergements climatisés avec une télévision par satellite et une connexion Wi-Fi gratuite.', ""Récemment rénovées, les chambres de l’hôtel sont dotées d'un plateau de bienvenue avec une bouilloire, du thé, du café et des pâtisseries. Elles comprennent également un bureau et une salle de bains privative."", 'Chaque jour, l’établissement sert un petit-déjeuner buffet et une cuisine régionale. Il met à votre disposition une salle de lecture avec des journaux gratuits.', 'Un parking privé est disponible gratuitement sur place. Vous logerez à seulement 15 minutes en voiture de la gare TGV et de l’aéroport Marseille Provence.', 'La ville d’Aix-en-Provence, réputée pour son patrimoine historique et culturel, attire chaque année des touristes venus du monde entier. Ancienne capitale de la Provence, Aix-en-Provence est probablement aujourd’hui l’une des plus belles villes d’art françaises, une ville de culture par excellence. À l’hôtel, vous profiterez d’un cadre accueillant et d’hébergements confortables à un bon rapport qualité/prix. Le personnel sur place fera de son mieux pour rendre votre séjour aussi agréable que possible.', 'Le Campanile Aix en Provence Ouest Jas-De-Bouffan possède également un parking, un bar, un restaurant, des salles de réunion, des aménagements pour les personnes à mobilité réduite et une réception ouverte 24h/24. ', '\n', '\nChaîne hôtelière/marque:\nCampanile\n']",<200 https://www.booking.com/hotel/fr/campanile-aix-en-provence-jas-de-bouffan.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
39,Hôtel Birdy by Happyculture,"8,0","43.48142972,5.36561430","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Birdy by Happyculture\xa0! "", ' pour économiser.', 'L’Hôtel Birdy by Happyculture se trouve à 20 minutes de route d’Aix-en-Provence, à proximité d’un parcours de golf de 18 trous. Il dispose d’une piscine extérieure et d’une connexion Wi-Fi gratuite dans l’ensemble de ses locaux.', ""Ces hébergements sont climatisés et équipés d'une télévision à écran plat. Toutes les chambres comprennent une salle de bains privative. Certains logements bénéficient d’un balcon ou d’une terrasse privée."", 'Ouvert du lundi au vendredi soir, le restaurant de l’hôtel sert une cuisine régionale préparée à partir de produits locaux. Vous pourrez vous détendre autour d’un verre au bar sur place, ouverte de 10h00 à 22h00. L’établissement propose un petit-déjeuner buffet.', 'Vous trouverez 3 salles de réunion sur place pour organiser des réunions, des ateliers ou des cocktails. Un jardin et une terrasse sont également à votre disposition.', 'L’Hôtel Birdy by Happyculture est à 6,7 km de la gare TGV de Marseille et à 17 km de l’aéroport de Marseille Provence. Le parking sur place est gratuit. ', '\n', '\nChaîne hôtelière/marque:\nHappyCulture\n']",<200 https://www.booking.com/hotel/fr/royal-mirabeau.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
40,Hôtel Le Mozart,"8,5","43.52191762,5.45787156","[""Situé à 500 mètres du musée Granet, l'Hôtel Le Mozart propose des chambres climatisées avec connexion Wi-Fi gratuite. Il est facilement accessible depuis l'autoroute A8, à 3 minutes de route."", ""Les chambres comprennent une télévision par satellite à écran LCD. Elles disposent également d'un téléphone et d'une salle de bains privative avec baignoire ou douche."", 'Le petit-déjeuner buffet est servi dans la salle à manger ou sur la terrasse.', 'Un parking privé est accessible gratuitement sur place. Vous pourrez garer votre véhicule dans le parking intérieur surveillé moyennant des frais supplémentaires et sur réservation. Vous trouverez des journaux à la réception ouverte 24h/24. ', ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/le-mozart.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
41,Golden Tulip Aix en Provence,"8,2","43.52879731,5.42567968","[""Le Golden Tulip Aix en Provence est situé à la sortie des autoroutes A8 et A51. Il est implanté à seulement 10 minutes de route du centre d'Aix-en-Provence et de la maison de Paul Cézanne. Cet établissement vous propose une connexion Wi-Fi gratuite et une piscine extérieure ouverte en saison. Il a été entièrement rénové en avril 2019."", 'Décorées dans un style contemporain, toutes les chambres du Golden Tulip Aix en Provence comprennent une salle de bains privative et une télévision par satellite à écran plat avec les chaînes du bouquet Canal+. Elles affichent une décoration de style contemporain.', 'Le restaurant « Tulipe » vous accueille tous les jours. Vous y apprécierez une cuisine traditionnelle, gastronomique et locale.', ""Vous pourrez vous détendre sur la terrasse dotée de chiliennes et d'un barbecue. L’hôtel compte aussi une salle de sport et un espace détente climatisé pouvant être privatisé, incluant un sauna sec ainsi qu’une douche."", 'Vous trouverez des théâtres, un parcours de golf et un cinéma à proximité de l’établissement. Le Golden Tulip Aix en Provence est installé à la périphérie ouest de la ville, à 2 km du cours Mirabeau. Un parking souterrain est disponible moyennant des frais supplémentaires. ', '\n', '\nChaîne hôtelière/marque:\nGolden Tulip\n']",<200 https://www.booking.com/hotel/fr/golden-tulip-aix-en-provence.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
42,ibis budget Aix en Provence,"7,7","43.49453015,5.36888123","[""L'ibis budget Aix en Provence est situé en périphérie d'Aix-en-Provence, à 5 km du centre-ville. Ses chambres insonorisées sont munies d'une connexion Wi-Fi gratuite."", ""Décorées avec simplicité, toutes les chambres comprennent la climatisation, une télévision par satellite à écran plat et une salle de bains privative pourvue d'une douche."", ""Chaque matin, l'ibis budget Aix en Provence sert un petit-déjeuner continental dans la salle à manger. De plus, vous disposerez d'un micro-ondes dans le hall."", ""Sur place, vous bénéficierez aussi d'un parking privé gratuit. Vous rejoindrez le club de golf d'Aix-Marseille à seulement 5 minutes en voiture, la salle de spectacles Arena d'Aix-en-Provence à 5 km et Marseille à 25 km. Enfin, un parking Park & Ride avec des navettes pour l'aéroport et la gare TGV est accessible à 1 km de l'ibis budget Aix en Provence. "", '\n', '\nChaîne hôtelière/marque:\nibis Budget\n']",<200 https://www.booking.com/hotel/fr/etap-aix-en-provence-les-milles.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
43,Campanile Aix-en-Provence Sud - Pont de l'Arc,"7,4","43.51191632,5.43665394","['Installé à Aix-en-Provence, à 3 km du centre historique et du cours Mirabeau, le Campanile Aix-en-Provence Sud - Pont de l’Arc vous propose des hébergements climatisés avec une connexion Wi-Fi gratuite.', 'Toutes les chambres sont équipées d’une télévision à écran plat. Chaque logement est doté d’un plateau/bouilloire.', 'L’hôtel sert tous les matins un petit-déjeuner buffet. Le restaurant sur place prépare une cuisine française contemporaine, que vous pourrez savourer sur la terrasse en été. Un buffet composé de plats chauds et froids est également disponible.', 'L’hôtel possède un ascenseur et un parking privé gratuit sur place. Un bus desservant directement le centre-ville s’arrête en face de l’hôtel.', 'L’établissement se trouve à 13 km de la gare TGV d’Aix-en-Provence et à 8 km de la salle polyvalente Arena du Pays d’Aix. L’aéroport Marseille-Provence est accessible en 20 minutes de route. ', '\n', '\nChaîne hôtelière/marque:\nCampanile\n']",<200 https://www.booking.com/hotel/fr/campanile-aix-en-provence-sud.fr.html?label=gen173nr-1FCAMoTUIPYWl4LWVuLXByb3ZlbmNlSA1YBGgViAEBmAENuAEYyAEM2AEB6AEB-AECiAIBqAIEuALkpo2UBsACAdICJDgzYTI1ZGJkLTk0NDQtNDRlYy04ZjMyLWE5ZjRjYzE5MTJiYtgCBeACAQ&sid=def9822df7600db72c8d68d33c5dd97c>,4
44,Hôtel Abalone - Centre Gare,"7,0","43.83302730,4.36618969","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Abalone - Centre Gare\xa0! "", ' pour économiser.', ""L'Hôtel Abalone se situe sur l'une des plus belles avenues de la ville, à seulement 5 minutes à pied des monuments romains. Son emplacement est idéal, à 5 minutes en voiture de l'amphithéâtre de Nîmes et de la vieille ville. La gare ferroviaire de Nîmes est à moins de 40 mètres. Vous bénéficierez gratuitement d'une connexion Wi-Fi."", 'Ce charmant hôtel est décoré dans des couleurs provençales typiques. Les chambres possèdent une télévision par satellite avec Canal+, une salle de bains privative ainsi que des toilettes.', 'Un petit-déjeuner buffet ou continental est servi quotidiennement de 7h30 à 10h00.', 'Un local à vélos est également proposé sur demande, moyennant des frais supplémentaires. ', ""\nC'est le quartier préféré des voyageurs visitant Nîmes, selon les commentaires clients indépendants.\n"", ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/hotelterminusaudrans.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
45,Hotel Cote Patio,"7,5","43.83887217,4.36974764","[""Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Cote Patio\xa0! "", ' pour économiser.', ""Situé à 900 mètres du centre-ville de Nîmes, l'Hotel Cote Patio se trouve à 5 minutes de marche des arènes et à 10 minutes à pied de la gare. Il propose une connexion Wi-Fi gratuite et une terrasse meublée."", ""Installées tout autour du patio, les chambres chauffées disposent d'une salle de bains privative ainsi que d'une télévision par satellite et câble à écran plat. Elles sont toutes décorées dans des styles différents créant une atmosphère chaleureuse aux couleurs du sud, Art déco ou classique."", ""En été, un petit-déjeuner continental comprenant des confitures maison et divers autres produits vous sera servi dans le patio. Le personnel de l'hôtel se fera un plaisir de vous aider à réserver une table dans l'un des nombreux restaurants des environs."", ""L'Hôtel Cote Patio est à 5 minutes de marche de la navette aéroport et à 23 km d'Uzès. Le parc national des Cévennes est quant à lui accessible à 43,5 km. Vous rejoindrez l'autoroute A9 en 9 minutes en voiture. Enfin, Arles vous attend à 33 km. "", '\n', '\n']",<200 https://www.booking.com/hotel/fr/hotelcotepatio.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
46,Hotel Mas De Galoffre,"7,6","43.78845189,4.35384233","[""Situé à 5 minutes en voiture du centre de Nîmes et de la Camargue, l'Hotel Mas de Galoffre, niché au cœur d'un domaine provençal, constitue un point de départ idéal pour découvrir la région et pratiquer de nombreuses activités. Le parking sur place est gratuit."", ""L'hôtel propose des chambres standard et supérieures avec salle de bains et télévision à écran plat. Une connexion Wi-Fi est disponible gratuitement dans tout l'établissement."", ""Pour votre confort, l'Hotel Mas de Galoffre dispose d'une piscine et de courts de tennis. Des aménagements dédiés au golf et à l'équitation sont également disponibles à proximité."", 'Le restaurant sur place propose une cuisine régionale, qui peut être servie sur la terrasse donnant sur le jardin ou la piscine. ', ""\nLes couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de "", ' pour un séjour à deux.\n', '\n', '\n']",<200 https://www.booking.com/hotel/fr/mas-de-galoffre.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
47,Best Western L'Orangerie,"7,8","43.82476592,4.36904624","['Occupant un bâtiment de style XIXe siècle, le Best Western L’Orangerie est situé à 1 km du centre historique de Nîmes et est entouré d’un parc avec des platanes centenaires. L’établissement possède un sauna et une piscine extérieure.', 'Cet établissement entièrement non-fumeurs propose des chambres conçues individuellement et décorées dans des couleurs provençales chaudes. Elles comprennent la climatisation, une télévision par satellite à écran plat et une connexion Wi-Fi gratuite.', ""L'établissement dispose également de 3 salles de réception pour les événements."", ""Un parking privé gratuit est disponible sur place et est réservé aux clients de l'hôtel. "", '\n', '\nChaîne hôtelière/marque:\nBest Western\n']",<200 https://www.booking.com/hotel/fr/bestwestern-lorangerie.fr.html?label=gen173nr-1FCAMoTUIFbmltZXNIDVgEaBWIAQGYAQ24ARjIAQzYAQHoAQH4AQKIAgGoAgS4AuOmjZQGwAIB0gIkOGJkYjI1MDgtOTk1Ni00MGQ4LWIyMzMtMGYyZTk1MTUwZDk02AIF4AIB&sid=4a6cb0773d82df9e28de81d0868d9f92>,3
